Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","3","Albanie","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","1472.095","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","1424.212","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","1272.79","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","1647.985","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","3","Albanie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","2890.513","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","1471.456","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","1419.068","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1244.341","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","1679.011","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","3","Albanie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","2886.438","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","1470.548","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","1415.879","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","1216.737","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","1709.611","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","3","Albanie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2884.169","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","1469.588","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","1414.581","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1190.155","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1740.032","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","3","Albanie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","2882.74","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","1468.376","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","1414.359","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1164.388","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","3","Albanie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","1769.975","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","4","Algérie","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","38923.692","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","19654.929","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","19268.759","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","11647.651","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","27465.662","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","4","Algérie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","39728.025","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","20063.891","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","19664.129","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","11623.281","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","28248.247","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","4","Algérie","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","40551.392","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","20481.901","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","20069.497","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","11589.537","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","29016.515","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","4","Algérie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","41389.189","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","20906.756","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","20482.418","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","11547.532","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","29770.61","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","4","Algérie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","42228.408","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","21331.993","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","20896.422","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","11498.038","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","4","Algérie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","30510.016","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","79","Allemagne","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","81450.378","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","40025.296","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","41425.074","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","18587.788","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","62901.872","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","79","Allemagne","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","81787.411","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","40224.576","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","41562.835","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","18629.376","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","63078.413","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","79","Allemagne","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","82193.768","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","40464.282","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","41729.488","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","18657.193","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","63257.479","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","79","Allemagne","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","82658.409","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","40737.725","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","41920.684","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","18672.1","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","63442.124","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","79","Allemagne","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","83124.418","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","41013.28","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","42111.133","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","18671.111","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","79","Allemagne","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","63622.346","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","79.213","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","9.157","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","70.066","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","78.011","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","9.093","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","68.921","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","77.297","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","9.082","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","68.199","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","77.001","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","9.12","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","67.845","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","6","Andorre","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","77.006","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","9.187","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","6","Andorre","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","67.766","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","26941.779","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","512","Hommes","3010","Population-Estimations","2014","2014","1000 personnes","13323.488","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","513","Femmes","3010","Population-Estimations","2014","2014","1000 personnes","13618.285","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","10033.109","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","16887.357","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","27884.381","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","512","Hommes","3010","Population-Estimations","2015","2015","1000 personnes","13791.244","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","513","Femmes","3010","Population-Estimations","2015","2015","1000 personnes","14093.136","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","10183.56","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","17675.745","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2016","2016","1000 personnes","28842.489","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","512","Hommes","3010","Population-Estimations","2016","2016","1000 personnes","14266.355","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","513","Femmes","3010","Population-Estimations","2016","2016","1000 personnes","14576.127","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","551","Population rurale","3010","Population-Estimations","2016","2016","1000 personnes","10329.86","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","561","Population urbaine","3010","Population-Estimations","2016","2016","1000 personnes","18483.603","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","29816.766","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","512","Hommes","3010","Population-Estimations","2017","2017","1000 personnes","14749.319","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","513","Femmes","3010","Population-Estimations","2017","2017","1000 personnes","15067.45","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","10472.554","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","19311.639","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","7","Angola","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","30809.787","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","512","Hommes","3010","Population-Estimations","2018","2018","1000 personnes","15241.459","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","513","Femmes","3010","Population-Estimations","2018","2018","1000 personnes","15568.328","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","10612.667","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","7","Angola","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","20161.538","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","258","Anguilla","511","Population totale","3010","Population-Estimations","2014","2014","1000 personnes","14.112","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","258","Anguilla","551","Population rurale","3010","Population-Estimations","2014","2014","1000 personnes","0","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","258","Anguilla","561","Population urbaine","3010","Population-Estimations","2014","2014","1000 personnes","14.459","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Séries temporelles annuelles","258","Anguilla","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","14.279","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","258","Anguilla","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","0","X","Sources internationales sûres","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
